Textos_espanol,sdg
"Este patrn muestra los impactos que tener un hijo puede tener sobre la participacin en el mercado laboral y los ingresos de las mujeres y, en consecuencia, sobre los beneficios de pensin. En estos y otros tipos de sistemas de pensin que vinculan los beneficios con el empleo y los ingresos anteriores, los beneficios tienden a reflejar las ""desventajas acumuladas de las mujeres por la participacin de toda una vida en un mercado laboral con sesgo de gnero"" (Comisin Europea 2013:21). De hecho , cuando los derechos de proteccin social estn asociados al trabajo remunerado, y no existen o existen mecanismos insuficientes para reconocer y recompensar otro tipo de contribuciones que las personas realizan a la sociedad (como el trabajo no remunerado), las desigualdades de gnero en el mercado laboral se transmiten al sistema de proteccin social (Razav 2011).",5
"Los largos tiempos de espera para los servicios cubiertos pueden impedir gravemente el acceso a la atencin y empeorar la salud de los pacientes que requieren un procedimiento. Los tiempos de espera se han medido en varios pases de la OCDE, aunque no necesariamente de manera homognea (Siciliani et al., La calidad de la atencin tiene mltiples dimensiones y la OCDE ahora propone un conjunto de indicadores en diferentes dominios que pueden ser utilizados por pas con sistemas de informacin apropiados Qu proporcin de los costos se cubre?",3
"Existen pautas nacionales para fumar, el consumo de alcohol, la actividad fsica y la dieta; se espera que el personal de atencin primaria aconseje a los pacientes sobre estos hbitos de estilo de vida y ofrezca asesoramiento, apoyo y remisiones. Para los pacientes que requieren atencin a largo plazo, la responsabilidad del paciente se transfiere al municipio una vez que se ha desarrollado un plan de atencin. Las responsabilidades y los arreglos para la atencin primaria en el contexto de la atencin a largo plazo para los ancianos son variables.",3
"Se moviliza una red de actores competentes (los administradores de casos) para apoyar al estudiante en diferentes tareas que conducen a una calificacin postobligatoria completa. El apoyo est diseado para ser personalizado y empoderador y puede incluir apoyo para elegir un camino o encontrar un lugar de aprendizaje al terminar la educacin obligatoria, para volver a la educacin despus de la desercin, as como una gama de medidas de apoyo adicionales para jvenes con problemas educativos y sociales ms generales. La duracin de la gestin de casos es variable y depende de las necesidades individuales. Tenan que desarrollar una propuesta de proyecto concreta para 2007 que fue aprobada por el gobierno federal (Bundesamt fur Berufsbildung und Technologie, BBT) que financia la iniciativa.",5
"Se necesitan ms maestros donde se da ms tiempo de preparacin y el tamao de la clase se mantiene constante. Consulte el Captulo 2 para obtener detalles sobre el ndice de enseanza adaptativa. Hirt (2004), ""Comparacin de la eficacia docente del personal docente de enfermera clnica a tiempo parcial y a tiempo completo"", Perspectivas de la educacin en enfermera, vol. Org/l 0,102 3/A: 102 3200500215.",5
"Suecia inici el Consejo Nacional para la Prevencin del Suicidio en 1993, convirtindose en uno de los primeros pases del mundo en establecer una estrategia nacional integral para la prevencin del suicidio. En 1994, una decisin parlamentaria condujo a la creacin de un Centro Nacional para la Investigacin del Suicidio y Prevencin de Enfermedades Mentales (NASP). Esta red coordina la cooperacin entre los actores involucrados, incluidos proveedores de atencin mdica, servicios sociales, escuelas, iglesias y ONG, y tiene como objetivo facilitar los esfuerzos de prevencin del suicidio e integrar el trabajo de salud pblica nacional a nivel local.",3
"Por lo general, las mujeres de las zonas rurales desconocen los procesos de concesin de licencias, que a menudo son complicados, y en varias economas de MENA los negocios desde el hogar no pueden registrarse ni obtener una licencia. Por ejemplo, en los Emiratos rabes Unidos, muchos municipios requieren prueba de una ubicacin comercial arrendada antes de otorgar una licencia comercial. Esto impide que las mujeres inicien una empresa en el hogar (aunque hay evidencia de que esta sera la eleccin de muchas mujeres emirates tradicionales).",5
"Segn datos de 2013, menos de un tercio de los nios nigerianos pobres entre 15 y 17 aos haban ingresado a la escuela primaria en el momento correcto, aunque casi todos los nios de hogares ms ricos lo haban hecho (ver Figura 2.5). La brecha contina amplindose al comienzo de cada nivel de educacin, a medida que una mayor proporcin de nios pobres abandonan los estudios. Al comienzo de la educacin secundaria superior, solo el 7 por ciento de los nios pobres ingresan a la escuela, en comparacin con el 80 por ciento de los nios ms ricos.",5
"Segn datos del Ministerio de Infancia, Educacin e Igualdad de Gnero, el nmero de pedagogos en la Folkeskole aument de 3 961 en 2010/11 a 5 785 en 2013/14 (Ministerio de Infancia, Educacin e Igualdad de Gnero de Dinamarca, 2016b). Los maestros de escuelas privadas estn organizados en un sindicato separado y no toman parte en las negociaciones para los maestros que trabajan en la Folkeskole. Histricamente, las condiciones laborales de los docentes en la Folkeskole se han determinado en negociaciones entre el sindicato de docentes y la LGDK.",5
"Se han realizado varios esfuerzos para hacer frente a las listas de espera, incluidas asignaciones presupuestarias adicionales para financiar el trabajo de horas extra en el sector pblico y ""cupones"" para que algunos pacientes obtengan atencin en el sector privado. Sin embargo, estas proyecciones asumen una continuacin de la baja prioridad que actualmente se le da a la salud, lo que probablemente no sea suficiente en el largo plazo dado que los niveles de gasto ya no son suficientes para brindar cobertura a toda la poblacin y existen largos tiempos de espera para algunos servicios. . Esto se hizo particularmente evidente durante la reciente crisis econmica.",3
"Adems, la percepcin de que el sistema de justicia penal las trata mal hace que muchas vctimas se excluyan de los procesos judiciales y de aplicacin de la ley en una etapa temprana. Las vctimas que son tratadas con insensibilidad o falta de simpata a menudo deciden no continuar con el proceso. Las vctimas quieren que termine la violencia y que estn seguras y protegidas. Si no creen que el sistema de justicia penal puede ayudarlos en eso, no cooperarn. Muchos pases han adoptado leyes y polticas para responder a estos prejuicios, sin embargo, las mujeres y las nias en todo el mundo continan experimentando violencia, discriminacin y dificultades para acceder a la justicia.",5
"Por ejemplo, un mayor poder de negociacin, representado por una mayor brecha de edad, afecta positivamente la cantidad de tiempo que los esposos dedican al trabajo en el mercado y que las esposas dedican al trabajo domstico. No tiene efecto sobre el tiempo que los esposos dedican al trabajo domstico o las esposas al trabajo en el mercado. Por otro lado, el proxy de la brecha educativa parece afectar negativamente la cantidad de tiempo que los esposos dedican al trabajo domstico y de cuidados, afecta positivamente el tiempo que la esposa y el esposo dedican al trabajo del mercado y no afecta significativamente el tiempo que la esposa dedica a el trabajo domstico. Esto sugiere que la divisin del trabajo en el hogar y, en particular, el tiempo de trabajo domstico y de cuidados de las mujeres puede no estar sujeto a negociacin.",5
"La segregacin de campo por gnero puede tener efectos negativos en los ingresos futuros y la progresin profesional de las mujeres, ya que las profesiones dominadas por hombres (como las de STEM) tienden a ofrecer salarios ms lucrativos que muchas de las profesiones dominadas por mujeres. Las mujeres en Mxico obtienen menos de la mitad de todos los ttulos terciarios en campos STEM, excepto en ciencias de la vida (Figura 2.4). La brecha de gnero en las expectativas sobre el campo de trabajo es grande.",5
"Por ejemplo, los proyectos de ley liderados por WPC sobre la prevencin del acoso laboral y el abuso domstico han permitido un cambio en la divisin pblico-privado y han influido positivamente en las experiencias informales de violencia y abuso de las mujeres. Tambin ha habido debates y discusiones sobre el papel de las prcticas socioculturales para mantener intacta la brecha de gnero. A travs del intercambio regular de conocimientos con organizaciones internacionales y el monitoreo de la implementacin efectiva de polticas inclusivas, WPC sirve como una especie de perro guardin en el parlamento, asegurando el cumplimiento de las medidas institucionales para la inclusin de las mujeres.",5
"Si bien el Pacto Mundial para la Migracin Segura y Regular posiciona la migracin internacional como una responsabilidad compartida, la educacin no ocupa un lugar destacado en la agenda (Naciones Unidas, 2018). El papel de los docentes y la lucha contra la segregacin escolar merecen un mayor reconocimiento. El captulo destaca las desventajas que enfrentan los inmigrantes y reflexiona sobre las polticas y prcticas que pueden ampliar el acceso a la educacin.",5
"Si bien las universidades de la regin a menudo ven el desarrollo de Galilea como una parte clave de su misin, a menudo se enfocan en la educacin y las ciencias sociales y estn construyendo su investigacin y vnculos con el comercio y la industria desde una base baja. Sin embargo, Tel Hai Academic College y ORT Braude ya se han establecido como proveedores casi nicos de ingenieros y tcnicos del interior de la regin y, cada vez ms, tambin socios de las industrias regionales (ver Cuadro 3.6.). La universidad ha forjado fuertes vnculos con el Centro para el Conocimiento de la Alta Galilea (MIGAL), un centro de investigacin y desarrollo de propiedad privada ubicado en un parque industrial en Kiryat Shmoneh. Comprende 15 grupos de investigacin diferentes en agrociencias, ecologa, teraputica y qumica analtica y desarrolla actividades de investigacin en laboratorios muy avanzados.",5
